customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employment_status,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type
RA38184,arizona,3444.171166,No,Extended,Bachelor,2/3/11,Unemployed,F,0,Rural,Married,93,10.0,63,0.0,1,Corporate Auto,Corporate L3,Offer1,Agent,7.991571,Four-Door Car,Medsize,A
IN77241,washington,5394.703229,No,Basic,Bachelor,2/6/11,Employed,M,65978,Urban,Married,67,3.0,50,0.0,3,Corporate Auto,Corporate L1,Offer2,Branch,251.795869,Two-Door Car,Medsize,A
OB66874,oregon,2585.206268,No,Basic,College,1/12/11,Employed,F,28137,Suburban,Married,65,23.0,2,0.0,1,Personal Auto,Personal L1,Offer3,Web,312.0,Two-Door Car,Large,A
HO29524,california,3034.646997,No,Extended,College,2/4/11,Employed,M,68205,Rural,Married,76,35.0,14,0.0,1,Personal Auto,Personal L1,Offer4,Branch,99.382943,Two-Door Car,Medsize,A
FK94501,nevada,7844.252972,No,Basic,Bachelor,1/31/11,Unemployed,F,0,Urban,Married,102,20.0,46,0.0,3,Personal Auto,Personal L2,Offer1,Web,273.945412,SUV,Large,A
LU79865,nevada,5794.104234,No,Basic,Bachelor,2/27/11,Employed,M,88370,Suburban,Divorced,74,0.0,16,1.0,9,Personal Auto,Personal L1,Offer1,Agent,355.2,Four-Door Car,Small,A
CF41619,nevada,2329.459058,No,Basic,College,2/9/11,Employed,M,20934,Suburban,Married,61,14.0,35,1.0,1,Personal Auto,Personal L3,Offer2,Branch,292.8,Four-Door Car,Small,A
JY16280,california,2514.59196,Yes,Basic,High School or Below,2/14/11,Employed,F,43860,Rural,Single,65,15.0,58,0.0,1,Personal Auto,Personal L2,Offer2,Agent,156.124914,Four-Door Car,Medsize,A
UW10841,california,9976.24549,No,Basic,Bachelor,2/21/11,Employed,M,74115,Urban,Married,63,24.0,24,0.0,2,Personal Auto,Personal L2,Offer2,Branch,275.349481,Four-Door Car,Medsize,A
ON39271,california,2738.001957,No,Basic,Master,2/21/11,Unemployed,M,0,Urban,Married,74,27.0,91,0.0,1,Personal Auto,Personal L2,Offer1,Branch,263.365432,Two-Door Car,Medsize,A
OW33876,washington,2476.480866,No,Basic,College,2/14/11,Employed,F,47918,Urban,Married,62,2.0,51,0.0,1,Corporate Auto,Corporate L3,Offer2,Call Center,246.256648,Two-Door Car,Medsize,A
TP41703,washington,7250.029606,No,Basic,Bachelor,2/1/11,Unemployed,M,0,Suburban,Single,69,17.0,10,0.0,2,Personal Auto,Personal L3,Offer4,Call Center,496.8,Two-Door Car,Medsize,A
MQ73697,nevada,3776.665506,No,Extended,College,2/21/11,Employed,F,68727,Urban,Married,94,19.0,76,0.0,1,Corporate Auto,Corporate L3,Offer4,Call Center,386.520235,Two-Door Car,Large,A
PR74833,oregon,5553.362689,No,Extended,Bachelor,2/4/11,Unemployed,M,0,Suburban,Single,89,1.0,84,1.0,4,Personal Auto,Personal L3,Offer1,Agent,640.8,Two-Door Car,Medsize,A
RN71166,oregon,5174.081063,No,Basic,High School or Below,1/26/11,Employed,F,88081,Rural,Married,64,35.0,94,0.0,5,Personal Auto,Personal L3,Offer1,Branch,82.483947,Four-Door Car,Medsize,A
XY66810,california,15122.99194,No,Basic,Bachelor,2/9/11,Unemployed,F,0,Suburban,Single,72,35.0,86,0.0,2,Personal Auto,Personal L3,Offer2,Agent,518.4,Two-Door Car,Medsize,A
FP67680,california,4772.931526,No,Extended,High School or Below,1/20/11,Medical Leave,M,15323,Suburban,Married,128,30.0,61,0.0,1,Personal Auto,Personal L3,Offer1,Agent,614.4,SUV,Medsize,A
XO75323,california,3966.129505,No,Basic,College,2/18/11,Employed,M,72439,Suburban,Married,100,5.0,22,1.0,1,Personal Auto,Personal L2,Offer2,Web,480.0,SUV,Medsize,A
VI78454,arizona,2750.705045,No,Basic,College,1/22/11,Employed,M,51789,Suburban,Divorced,70,8.0,34,0.0,1,Personal Auto,Personal L2,Offer4,Call Center,336.0,Four-Door Car,Large,A
XS74432,california,8663.919296,No,Basic,High School or Below,2/22/11,Employed,F,29218,Suburban,Married,72,33.0,40,0.0,2,Personal Auto,Personal L1,Offer3,Agent,502.369442,Four-Door Car,Medsize,A
QA49556,washington,5200.22777,No,Basic,Master,1/31/11,Employed,M,23401,Suburban,Single,66,17.0,34,0.0,3,Personal Auto,Personal L2,Offer4,Web,316.8,Four-Door Car,Medsize,A
QH87479,oregon,27528.31132,No,Extended,High School or Below,1/6/11,Employed,F,54586,Rural,Married,76,1.0,91,0.0,2,Personal Auto,Personal L2,Offer3,Branch,122.590766,Two-Door Car,Large,A
TQ13499,arizona,4731.749346,No,Premium,College,1/2/11,Employed,M,69833,Suburban,Married,118,32.0,99,0.0,1,Personal Auto,Personal L3,Offer1,Agent,828.662719,Four-Door Car,Small,A
LK39646,washington,8018.503854,No,Basic,Bachelor,2/28/11,Employed,F,58843,Urban,Single,68,1.0,96,0.0,2,Corporate Auto,Corporate L1,Offer3,Call Center,200.490816,Two-Door Car,Large,A
GB32334,california,5379.482798,No,Basic,College,2/10/11,Employed,F,24702,Urban,Married,68,13.0,63,0.0,8,Personal Auto,Personal L3,Offer2,Web,214.91451,Four-Door Car,Large,A
QH48047,oregon,11790.49617,Yes,Basic,College,1/3/11,Retired,M,25251,Suburban,Divorced,66,13.0,43,0.0,2,Personal Auto,Personal L2,Offer2,Web,316.8,Four-Door Car,Medsize,A
LY83340,oregon,7851.582939,No,Basic,High School or Below,1/5/11,Employed,F,48943,Rural,Married,65,17.0,50,0.0,2,Corporate Auto,Corporate L3,Offer1,Web,105.068788,Two-Door Car,Medsize,A
PN47493,oregon,2680.900678,No,Basic,College,2/11/11,Employed,F,41968,Urban,Married,67,11.0,96,0.0,1,Corporate Auto,Corporate L3,Offer1,Agent,183.207703,Four-Door Car,Medsize,A
DA57177,oregon,4282.947971,Yes,Basic,College,2/26/11,Employed,F,40864,Rural,Married,109,16.0,70,1.0,1,Personal Auto,Personal L2,Offer1,Agent,166.937747,SUV,Medsize,A
VW13019,nevada,4904.894731,Yes,Extended,College,2/14/11,Retired,F,12902,Suburban,Divorced,139,3.0,51,0.0,1,Corporate Auto,Corporate L2,Offer1,Agent,667.2,Sports Car,Medsize,A
DQ58142,arizona,8561.561976,No,Basic,High School or Below,1/8/11,Employed,M,37759,Suburban,Married,108,9.0,51,0.0,5,Corporate Auto,Corporate L3,Offer4,Web,518.4,SUV,Medsize,A
UF36172,oregon,6900.951275,No,Extended,High School or Below,2/22/11,Unemployed,F,0,Urban,Married,92,27.0,50,0.0,7,Personal Auto,Personal L3,Offer2,Branch,428.064465,Two-Door Car,Medsize,A
IB60476,california,4064.107529,No,Basic,Master,1/25/11,Unemployed,M,0,Suburban,Married,107,31.0,41,0.0,1,Personal Auto,Personal L3,Offer4,Branch,513.6,Sports Car,Medsize,A
AM52614,oregon,4477.45201,No,Basic,Bachelor,1/4/11,Employed,F,41402,Suburban,Divorced,119,26.0,26,4.0,1,Personal Auto,Personal L2,Offer2,Branch,571.2,Sports Car,Medsize,A
IS58553,oregon,15173.96841,No,Extended,High School or Below,2/26/11,Employed,F,22448,Suburban,Married,126,20.0,32,0.0,2,Personal Auto,Personal L3,Offer1,Branch,604.8,SUV,Medsize,A
GW43195,oregon,25807.063,Yes,Extended,College,2/13/11,Employed,F,71210,Suburban,Married,214,8.0,89,1.0,2,Personal Auto,Personal L2,Offer1,Branch,1027.2,Luxury Car,Small,A
PY10605,arizona,4633.101259,No,Basic,Bachelor,1/23/11,Unemployed,M,0,Suburban,Single,70,0.0,86,0.0,3,Personal Auto,Personal L2,Offer1,Agent,336.0,Two-Door Car,Medsize,A
LZ34046,oregon,23594.6802,Yes,Basic,Bachelor,1/31/11,Employed,M,76358,Rural,Married,66,25.0,3,0.0,2,Personal Auto,Personal L1,Offer3,Agent,86.461582,Four-Door Car,Medsize,A
VU99672,california,3548.071725,No,Extended,College,2/4/11,Unemployed,M,0,Urban,Married,96,10.0,77,0.0,1,Corporate Auto,Corporate L2,Offer1,Branch,446.122702,Four-Door Car,Large,A
IP94270,arizona,13736.1325,Yes,Premium,Master,2/13/11,Disabled,F,16181,Suburban,Divorced,181,22.0,79,0.0,8,Personal Auto,Personal L2,Offer1,Web,1261.319869,SUV,Medsize,A
JP10227,california,12280.76661,Yes,Premium,College,1/1/11,Employed,M,88340,Suburban,Married,102,16.0,1,0.0,2,Corporate Auto,Corporate L2,Offer1,Branch,489.6,Two-Door Car,Medsize,A
BP49831,washington,2926.5223,No,Extended,Bachelor,1/16/11,Employed,F,23656,Suburban,Single,80,11.0,1,3.0,1,Corporate Auto,Corporate L3,Offer2,Branch,384.0,Four-Door Car,Medsize,A
HD95496,oregon,7851.901368,No,Basic,Master,2/3/11,Employed,M,25950,Urban,Married,66,27.0,1,0.0,2,Personal Auto,Personal L1,Offer4,Agent,271.697529,Two-Door Car,Medsize,A
FF65294,oregon,10348.01348,No,Extended,High School or Below,1/23/11,Employed,M,34244,Suburban,Married,87,14.0,34,2.0,2,Personal Auto,Personal L3,Offer1,Branch,417.6,Four-Door Car,Medsize,A
XQ12791,california,3401.881747,No,Extended,High School or Below,1/21/11,Employed,M,41972,Suburban,Divorced,86,20.0,23,0.0,1,Personal Auto,Personal L3,Offer2,Branch,691.709371,Four-Door Car,Medsize,A
DB75522,california,6988.401604,No,Extended,College,2/26/11,Employed,F,22436,Suburban,Married,89,24.0,21,0.0,3,Special Auto,Special L2,Offer2,Branch,427.2,Four-Door Car,Small,A
GB70736,oregon,5510.965059,No,Basic,College,1/21/11,Employed,F,99553,Rural,Married,68,14.0,85,0.0,6,Corporate Auto,Corporate L3,Offer4,Web,111.586995,Four-Door Car,Medsize,A
LP59331,arizona,5282.543094,No,Basic,College,2/26/11,Employed,M,38606,Suburban,Single,68,16.0,99,0.0,3,Personal Auto,Personal L3,Offer1,Branch,413.288851,Four-Door Car,Medsize,A
FM54600,washington,18853.73945,No,Premium,High School or Below,1/14/11,Unemployed,F,0,Suburban,Single,173,24.0,21,0.0,2,Corporate Auto,Corporate L2,Offer2,Branch,1245.6,SUV,Medsize,A
FS42690,washington,3781.4548,No,Extended,College,2/1/11,Employed,M,57647,Suburban,Married,94,3.0,99,0.0,1,Personal Auto,Personal L3,Offer1,Branch,451.2,Two-Door Car,Medsize,A
UU70820,arizona,5867.12642,No,Basic,College,2/22/11,Employed,F,27880,Urban,Married,74,4.0,9,0.0,5,Personal Auto,Personal L3,Offer2,Call Center,199.444294,Four-Door Car,Large,A
ZU73588,california,5989.773931,Yes,Premium,College,1/19/11,Employed,M,66839,Suburban,Single,154,33.0,24,0.0,1,Personal Auto,Personal L3,Offer2,Branch,739.2,Sports Car,Medsize,A
BC35753,arizona,2671.295549,No,Basic,College,1/18/11,Employed,F,45525,Suburban,Married,66,1.0,41,0.0,1,Personal Auto,Personal L2,Offer4,Agent,316.8,Two-Door Car,Small,A
CO12132,california,8879.790017,Yes,Basic,High School or Below,2/3/11,Employed,F,52583,Urban,Single,113,12.0,59,0.0,7,Personal Auto,Personal L3,Offer1,Agent,528.20086,SUV,Small,A
ZW84453,arizona,5116.237577,No,Basic,Bachelor,1/8/11,Unemployed,F,0,Rural,Married,70,1.0,11,0.0,5,Personal Auto,Personal L2,Offer1,Web,131.401291,Four-Door Car,Medsize,A
HP42153,washington,2351.878675,No,Basic,High School or Below,1/29/11,Medical Leave,F,12928,Suburban,Single,64,12.0,74,0.0,1,Personal Auto,Personal L3,Offer1,Agent,307.2,Four-Door Car,Medsize,A
HD32044,oregon,8288.155579,No,Premium,Master,1/25/11,Employed,F,33816,Suburban,Divorced,106,10.0,97,2.0,3,Corporate Auto,Corporate L3,Offer1,Branch,508.8,Four-Door Car,Medsize,A
YO49328,arizona,12296.49757,No,Basic,High School or Below,1/6/11,Employed,M,55193,Suburban,Married,105,8.0,22,1.0,2,Personal Auto,Personal L2,Offer3,Branch,504.0,SUV,Medsize,A
XV11038,california,9223.987144,No,Extended,College,2/25/11,Medical Leave,F,18814,Suburban,Single,122,20.0,94,0.0,3,Personal Auto,Personal L2,Offer2,Branch,585.6,Sports Car,Medsize,A
GE62437,arizona,12902.56014,No,Premium,College,2/2/11,Employed,F,86584,Suburban,Single,111,33.0,54,2.0,2,Personal Auto,Personal L3,Offer1,Call Center,532.8,Four-Door Car,Large,A
QV55524,washington,7503.367741,No,Extended,College,2/6/11,Employed,M,52464,Suburban,Married,95,9.0,15,0.0,3,Personal Auto,Personal L2,Offer4,Agent,515.930856,Four-Door Car,Medsize,A
XS76166,oregon,3245.479985,No,Extended,College,1/17/11,Employed,F,35592,Suburban,Married,82,34.0,38,0.0,1,Personal Auto,Personal L3,Offer4,Call Center,496.805418,Two-Door Car,Small,A
BY84257,arizona,2379.614363,No,Basic,College,2/10/11,Unemployed,M,0,Suburban,Single,71,28.0,15,0.0,1,Special Auto,Special L1,Offer4,Branch,747.107317,Four-Door Car,Medsize,A
PT45842,arizona,4642.020128,No,Basic,College,2/11/11,Unemployed,M,0,Suburban,Single,64,10.0,15,0.0,5,Personal Auto,Personal L3,Offer1,Web,770.254285,Two-Door Car,Small,A
AP23850,washington,17771.54902,No,Premium,High School or Below,1/23/11,Unemployed,F,0,Suburban,Married,114,30.0,1,0.0,2,Personal Auto,Personal L2,Offer3,Branch,547.2,Two-Door Car,Medsize,A
WD87578,nevada,7821.188278,No,Premium,High School or Below,2/8/11,Unemployed,F,0,Suburban,Single,109,31.0,74,0.0,3,Personal Auto,Personal L2,Offer2,Call Center,784.8,Four-Door Car,Medsize,A
HX36471,california,6788.084852,No,Extended,High School or Below,1/13/11,Unemployed,F,0,Suburban,Single,93,2.0,70,0.0,9,Personal Auto,Personal L3,Offer2,Branch,855.341729,Two-Door Car,Medsize,A
HY46017,california,2776.772734,No,Basic,College,2/26/11,Employed,F,70793,Rural,Married,69,32.0,1,0.0,1,Personal Auto,Personal L3,Offer2,Web,62.625841,Four-Door Car,Large,A
FA57012,california,6141.961623,No,Basic,College,2/17/11,Unemployed,M,0,Suburban,Single,182,24.0,45,0.0,1,Special Auto,Special L2,Offer3,Branch,1310.4,Luxury Car,Small,A
AC13887,california,4628.995325,No,Basic,Bachelor,1/9/11,Unemployed,M,0,Suburban,Single,67,25.0,21,0.0,4,Corporate Auto,Corporate L1,Offer1,Branch,482.4,Two-Door Car,Medsize,A
NW14895,arizona,12883.11573,No,Basic,Bachelor,1/2/11,Employed,M,77469,Suburban,Divorced,109,2.0,98,1.0,2,Personal Auto,Personal L2,Offer1,Agent,757.170246,SUV,Small,A
CI30899,california,4737.411455,No,Basic,College,1/13/11,Unemployed,F,0,Suburban,Single,68,2.0,26,0.0,3,Personal Auto,Personal L3,Offer1,Branch,326.4,Two-Door Car,Small,A
XO78284,arizona,3887.324208,No,Extended,Master,1/20/11,Employed,M,96335,Rural,Single,97,7.0,43,0.0,1,Personal Auto,Personal L3,Offer1,Branch,161.388136,Four-Door Car,Small,A
LX24476,oregon,3619.060986,No,Extended,Bachelor,1/24/11,Unemployed,F,0,Urban,Married,98,27.0,47,0.0,1,Personal Auto,Personal L3,Offer2,Web,310.842085,Four-Door Car,Medsize,A
EO42272,california,10148.41973,No,Basic,Bachelor,1/11/11,Employed,F,44856,Suburban,Divorced,66,24.0,71,1.0,2,Corporate Auto,Corporate L3,Offer4,Branch,316.8,Four-Door Car,Small,A
KA62636,oregon,4928.001408,No,Basic,High School or Below,1/26/11,Employed,M,97917,Urban,Single,67,14.0,32,5.0,3,Personal Auto,Personal L2,Offer4,Agent,279.184512,Two-Door Car,Medsize,A
WA94988,california,19327.87406,No,Extended,Bachelor,2/3/11,Employed,F,57245,Suburban,Single,124,25.0,15,0.0,2,Corporate Auto,Corporate L3,Offer2,Call Center,681.577742,Sports Car,Small,A
YP40334,oregon,5308.246978,No,Premium,Doctor,1/17/11,Unemployed,F,0,Rural,Single,145,29.0,70,0.0,1,Personal Auto,Personal L2,Offer2,Web,358.765757,SUV,Medsize,A
MW57614,arizona,2359.423599,Yes,Basic,Bachelor,1/11/11,Disabled,F,19864,Suburban,Divorced,63,22.0,96,0.0,1,Personal Auto,Personal L2,Offer1,Web,352.394515,Four-Door Car,Medsize,A
LB25094,california,2530.705137,Yes,Basic,Bachelor,1/21/11,Employed,F,89451,Rural,Single,63,11.0,2,0.0,1,Special Auto,Special L2,Offer2,Web,61.769564,Four-Door Car,Medsize,A
LZ98947,nevada,24238.66071,No,Basic,Bachelor,1/31/11,Unemployed,F,0,Suburban,Single,109,19.0,49,2.0,2,Personal Auto,Personal L1,Offer1,Branch,784.8,SUV,Medsize,A
HF75276,nevada,3052.629532,No,Extended,High School or Below,1/12/11,Unemployed,F,0,Suburban,Divorced,93,15.0,31,3.0,1,Personal Auto,Personal L3,Offer1,Branch,446.4,Four-Door Car,Large,A
QB26845,oregon,11578.12643,No,Basic,Bachelor,1/13/11,Unemployed,M,0,Suburban,Single,115,21.0,46,0.0,2,Personal Auto,Personal L3,Offer1,Agent,1163.620366,SUV,Medsize,A
OB52091,washington,8112.323843,No,Basic,Bachelor,2/9/11,Employed,M,87403,Suburban,Divorced,68,1.0,63,0.0,2,Personal Auto,Personal L1,Offer1,Agent,456.290338,Four-Door Car,Medsize,A
TU27563,oregon,3647.24611,No,Extended,Bachelor,1/10/11,Employed,F,20694,Suburban,Married,94,29.0,89,1.0,1,Personal Auto,Personal L2,Offer2,Branch,451.2,Two-Door Car,Medsize,A
GD89605,oregon,5384.532684,No,Basic,Master,2/12/11,Employed,F,59364,Suburban,Married,67,25.0,56,0.0,5,Corporate Auto,Corporate L1,Offer4,Agent,321.6,Four-Door Car,Small,A
NP91656,california,4911.773088,No,Basic,Bachelor,1/9/11,Unemployed,F,0,Suburban,Single,69,26.0,33,0.0,9,Personal Auto,Personal L2,Offer4,Agent,496.8,Four-Door Car,Medsize,A
KN34250,oregon,10208.92761,Yes,Extended,College,2/14/11,Employed,F,35482,Suburban,Married,129,21.0,59,0.0,3,Corporate Auto,Corporate L2,Offer1,Branch,619.2,SUV,Medsize,A
SI60881,oregon,9217.978125,No,Basic,Bachelor,1/12/11,Employed,F,26351,Suburban,Divorced,119,14.0,87,0.0,7,Personal Auto,Personal L2,Offer3,Branch,571.2,SUV,Medsize,A
XD19934,oregon,10506.93706,No,Extended,High School or Below,2/25/11,Employed,M,61650,Rural,Single,88,8.0,2,0.0,2,Personal Auto,Personal L3,Offer2,Web,117.470445,Four-Door Car,Medsize,A
QW21716,nevada,4923.950434,No,Basic,Bachelor,1/30/11,Employed,M,31093,Suburban,Married,63,3.0,78,0.0,3,Personal Auto,Personal L2,Offer2,Branch,302.4,Four-Door Car,Medsize,A
LC20778,nevada,18745.39592,No,Extended,Master,2/27/11,Medical Leave,F,27229,Suburban,Single,99,20.0,9,0.0,2,Personal Auto,Personal L2,Offer3,Agent,475.2,Four-Door Car,Small,A
FK37308,oregon,2703.466256,No,Basic,Doctor,2/24/11,Unemployed,F,0,Rural,Married,72,19.0,48,0.0,1,Corporate Auto,Corporate L3,Offer3,Call Center,41.927219,Two-Door Car,Medsize,A
TU25694,oregon,2458.746211,No,Basic,High School or Below,1/6/11,Unemployed,M,0,Suburban,Single,70,20.0,44,0.0,1,Personal Auto,Personal L3,Offer1,Call Center,504.0,Four-Door Car,Medsize,A
MP85571,arizona,5558.31428,No,Premium,Bachelor,2/20/11,Unemployed,F,0,Suburban,Single,188,5.0,61,4.0,1,Personal Auto,Personal L2,Offer3,Agent,2156.011022,SUV,Medsize,A
LS46182,nevada,2678.457672,No,Extended,Bachelor,2/11/11,Unemployed,M,0,Suburban,Single,83,3.0,85,1.0,1,Personal Auto,Personal L2,Offer1,Branch,398.4,Four-Door Car,Medsize,A
FS76657,oregon,5471.83429,No,Basic,College,2/6/11,Employed,F,53526,Urban,Married,68,27.0,69,0.0,4,Personal Auto,Personal L3,Offer1,Agent,278.902846,Four-Door Car,Medsize,A
NW21079,washington,4879.384813,No,Basic,Master,1/14/11,Employed,F,67163,Rural,Married,61,17.0,41,2.0,5,Personal Auto,Personal L1,Offer1,Call Center,33.192803,Two-Door Car,Small,A
CK36026,arizona,3440.361969,No,Extended,Bachelor,2/5/11,Medical Leave,F,23870,Suburban,Married,91,4.0,92,0.0,1,Personal Auto,Personal L3,Offer2,Web,500.577875,Two-Door Car,Medsize,A
FJ28407,california,5619.689084,Yes,Premium,High School or Below,1/26/11,Unemployed,M,0,Suburban,Married,153,25.0,5,0.0,1,Personal Auto,Personal L1,Offer2,Web,1027.000029,SUV,Medsize,A
NJ43658,california,22721.47396,No,Basic,Master,1/11/11,Disabled,M,21724,Suburban,Married,198,4.0,51,0.0,2,Corporate Auto,Corporate L1,Offer1,Agent,1505.230405,Luxury SUV,Large,A
VZ59523,arizona,5704.977144,No,Basic,Doctor,1/21/11,Employed,M,50695,Rural,Married,71,31.0,30,0.0,5,Personal Auto,Personal L3,Offer1,Call Center,110.567069,Two-Door Car,Large,A
DM59806,california,3571.34607,No,Extended,Doctor,2/13/11,Employed,F,73853,Suburban,Single,89,7.0,35,0.0,1,Personal Auto,Personal L3,Offer2,Agent,427.2,Four-Door Car,Small,A
IM41800,nevada,8268.272933,No,Basic,College,2/2/11,Employed,M,95419,Suburban,Married,70,6.0,61,3.0,2,Personal Auto,Personal L3,Offer3,Web,336.0,Four-Door Car,Medsize,A
BC77846,nevada,6325.030596,No,Extended,High School or Below,2/28/11,Unemployed,M,0,Suburban,Married,89,4.0,86,0.0,7,Personal Auto,Personal L2,Offer3,Agent,614.572672,Two-Door Car,Medsize,A
BT57285,california,4563.872603,No,Extended,High School or Below,2/13/11,Unemployed,M,0,Suburban,Married,124,32.0,39,0.0,1,Personal Auto,Personal L1,Offer1,Agent,595.2,SUV,Medsize,A
LE41874,nevada,5140.11289,No,Extended,High School or Below,1/8/11,Unemployed,F,0,Suburban,Married,138,22.0,18,0.0,1,Corporate Auto,Corporate L3,Offer1,Agent,900.617364,SUV,Small,A
DQ79499,oregon,10541.10977,No,Extended,Doctor,2/11/11,Employed,F,59965,Suburban,Married,131,7.0,54,0.0,7,Personal Auto,Personal L2,Offer1,Branch,905.030448,SUV,Medsize,A
GE20220,oregon,7606.70898,No,Extended,Bachelor,2/25/11,Employed,F,47778,Rural,Married,96,2.0,81,0.0,7,Personal Auto,Personal L3,Offer2,Call Center,173.80879,Four-Door Car,Medsize,A
UQ85283,california,30763.25637,No,Basic,Bachelor,1/6/11,Employed,M,41279,Rural,Single,115,1.0,30,0.0,2,Personal Auto,Personal L3,Offer3,Agent,251.429988,Sports Car,Medsize,A
VS20668,nevada,2726.834065,No,Basic,Bachelor,1/16/11,Unemployed,F,0,Suburban,Single,73,8.0,63,0.0,1,Personal Auto,Personal L3,Offer4,Branch,376.923839,Four-Door Car,Medsize,A
EO17010,california,4751.280948,No,Basic,Master,2/12/11,Employed,M,30887,Urban,Married,119,15.0,18,0.0,1,Personal Auto,Personal L3,Offer3,Agent,444.167713,SUV,Large,A
NF82527,arizona,2631.564135,No,Basic,Bachelor,1/8/11,Unemployed,M,0,Suburban,Married,71,11.0,68,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,340.8,Two-Door Car,Large,A
ZG17326,oregon,4988.579794,No,Basic,Bachelor,2/11/11,Employed,M,38928,Suburban,Married,64,14.0,18,0.0,8,Personal Auto,Personal L2,Offer2,Agent,326.660051,Four-Door Car,Large,A
KP77095,arizona,15470.59658,No,Premium,Bachelor,2/8/11,Employed,F,68086,Rural,Married,194,34.0,6,0.0,3,Corporate Auto,Corporate L2,Offer2,Web,218.342169,SUV,Large,A
HE20556,arizona,5324.38786,No,Basic,Bachelor,1/18/11,Employed,F,31561,Suburban,Divorced,68,8.0,62,0.0,7,Personal Auto,Personal L3,Offer3,Web,326.4,Four-Door Car,Medsize,A
CT83377,washington,3763.637743,No,Extended,High School or Below,2/21/11,Employed,M,93595,Rural,Married,97,15.0,30,4.0,1,Special Auto,Special L2,Offer4,Agent,49.797016,Four-Door Car,Medsize,A
HN60464,california,6105.801637,No,Extended,Bachelor,2/16/11,Unemployed,M,0,Urban,Married,84,0.0,57,0.0,5,Personal Auto,Personal L2,Offer3,Branch,395.740207,Four-Door Car,Medsize,A
PD66941,arizona,4458.113369,Yes,Basic,Bachelor,1/2/11,Retired,M,17622,Suburban,Divorced,65,1.0,36,1.0,3,Personal Auto,Personal L3,Offer1,Agent,312.0,Four-Door Car,Medsize,A
CZ84042,oregon,2660.931663,No,Basic,High School or Below,1/25/11,Employed,F,53333,Rural,Married,66,4.0,34,0.0,1,Personal Auto,Personal L1,Offer2,Branch,22.945038,Two-Door Car,Medsize,A
